size_bytes,bandwidth_arg,run,seconds,bits_per_sec,bytes,packets,lost_packets,lost_percent,jitter_ms,pps,bytes_per_sec,cpu_percent_host_total,cpu_percent_remote_total
128,80M,9,30.030514,37772366.26306964,141652096,1106657,35754,3.230811353472666,0.31959896680699,36851.084200556805,4716938.777671271,35.00332772958296,23.56931384559329
256,100M,1,30.028942,62310368.789431,233722112,912978,37064,4.059681613357606,3.58334258140758,30403.268952998744,7783228.326858802,22.309381429382,21.595784982307777
256,100M,10,30.027329,63228339.51967146,237195520,926545,42629,4.600855867766811,0.0917595545113886,30856.723886430256,7899321.314926146,23.294540159121677,22.42612433677418
256,100M,2,54.98398,61363827.636338115,230139904,898985,35735,3.975038515659327,0.6909314448861044,16349.944110993783,4185581.036512817,20.657845837528974,12.787352135669677
256,100M,3,30.045245,54761763.20457914,205459968,802578,25400,3.164801427400203,0.01956025994419467,26712.313379371677,6838352.225119149,18.92506370278938,20.905104836221767
256,100M,4,30.022222,63676696.07063993,238789632,932772,26656,2.857718713683515,0.00942262875171258,31069.38587023972,7953762.782781368,22.7360392461065,21.65060047773882
256,100M,5,47.584417,63163818.70958517,236887296,925341,29501,3.188122000430112,0.021491849341395895,19446.303187869256,4978253.61609453,20.756329481858888,14.054997490989606
256,100M,6,30.028983,62892796.31297466,235944448,921658,32795,3.558261307339599,0.018584520194418194,30692.28152015671,7857224.069160118,22.471141696813255,20.550102021216258
256,100M,7,30.032471,62693353.15290595,235163136,918607,21635,2.355196509497533,0.46073903463002874,30587.126846805244,7830295.948675019,21.01019535288292,23.880769564125675
256,100M,8,30.025739,63159329.296205625,236879104,925310,65357,7.06325447687802,0.16678141382279035,30817.226513558915,7889201.461452789,22.63186214575492,23.103488207079725
256,100M,9,30.317491,63577331.575450316,238424832,931347,38666,4.15162125394724,0.012845377848843714,30719.79142337339,7864266.604383588,21.173299812993047,22.673341306055043
256,80M,1,30.030929,63511262.44929156,238203904,930484,162464,17.46016051861182,0.01643678891624655,30984.189666593396,7931952.5546479095,22.97213678726584,20.4488599685645
256,80M,10,30.021502,62768167.092852525,235406848,919559,22662,2.4644421945737034,0.014612174894536081,30630.013115266516,7841274.830286639,21.996063007587694,20.295419094408608
256,80M,2,30.026968,58639251.61800383,219991808,859343,67261,7.827025995440703,0.03884903710883684,28619.040057590897,7326474.25474327,19.72787600700312,19.569019325039346
256,80M,3,30.371097,63162646.160223365,236944640,925565,30520,3.297445344195167,0.5355821121238307,30475.191594165994,7801649.048106494,21.954281291276644,21.658700887545773
256,80M,4,30.03475,62038725.07666686,232728064,909094,127582,14.033972284494233,0.4317923696864208,30268.0728156552,7748626.640807731,23.086745459129705,20.236528325346377
256,80M,5,30.032998,60045460.131219685,225255680,879905,39020,4.434569641040794,0.4147521130256182,29297.940884889347,7500272.866531673,21.63031188047875,22.68164578714401
256,80M,6,30.040415,61144095.52144617,229435392,896232,42215,4.710275910701693,0.317577591874269,29834.20834898586,7637557.33734038,23.222741235119315,23.9277079629235
256,80M,7,30.014954,60511643.9932365,226926592,886433,40193,4.534240038446222,0.018523496337023628,29533.04542795568,7560451.100474783,20.59229936536976,23.9979554261716
256,80M,8,30.040112,61305691.65840487,230008832,898472,43878,4.883624642726763,0.4667901324203248,29909.076237798316,7656723.516876369,21.462670518971564,22.00051857176322
256,80M,9,30.052559,61090179.148029454,229315328,895764,52236,5.8314466756869,0.014437689573478671,29806.579865628082,7630475.927191425,22.45523772911079,22.823317970712548
512,100M,1,30.026103,88131480.1829011,330650112,645801,18587,2.878131189019528,0.05456434748234238,21507.985901467135,11012088.781551173,27.24952336629989,19.97926140011027
512,100M,10,30.021036,91023302.07168776,341426176,666848,10032,1.5043908057008493,0.025029417398966882,22212.691127647962,11372897.857355757,23.356506409939513,19.88603668790564
512,100M,2,30.017089,88506007.189617,331945984,648332,15157,2.33784542487491,0.029626112393322773,21598.76329113726,11058566.805062277,28.079804021139765,22.2805873519955
512,100M,3,30.022618,92795677.7901785,348046336,679779,11129,1.637149720718057,0.020054153216845238,22642.229268613417,11592804.331720838,21.845734562907893,19.35870073673646
512,100M,4,30.015662,91402601.8437754,342789120,669511,14531,2.1703900309330244,0.024917451968243447,22305.38843354513,11420341.820213728,22.81997993545196,18.3770352624856
512,100M,5,30.026028,93381442.72716607,350191616,683968,18234,2.6659141948161316,0.5310419695063384,22779.170125332595,11662935.104170289,25.02033838884003,20.552143612557956
512,100M,6,30.020789,93334375.62566453,350040064,683672,14351,2.0991060040487253,0.1576561354219055,22773.28553889773,11659922.195915638,21.89531708788888,20.872099332805657
512,100M,7,30.02533,99988580.5208282,375048704,732518,92633,12.645832593874827,0.347058524676923,24396.66774686573,12491076.834126385,18.870852193509457,17.125479306096363
512,100M,8,30.01379,94611617.6914107,354802176,692974,28484,4.11039952436888,0.007416092472127256,23088.520310164095,11821305.339978723,23.551631252472223,19.6775848053595
512,100M,9,30.025675,91002084.63156894,341301760,666605,10250,1.5376422319064513,0.4226933463347607,22201.16616862069,11366997.078333793,26.94594200539405,19.61648604123825
512,80M,1,30.024618,79998015.6954386,300107776,586148,10322,1.760988692275671,0.05193085691721355,19522.246711015607,9995390.31603999,17.74094367105567,21.285835666887294
512,80M,10,30.015104,79992299.39585203,299978752,585897,13470,2.29903890956943,0.012171215409106418,19520.07229426891,9994259.95658719,17.04726246244696,22.22874484552655
512,80M,2,30.017982,79960466.00832006,299895296,585733,7474,1.276008010475763,0.02401549212259677,19512.73739853665,9990521.548050765,16.898266876079166,20.614187524678808
512,80M,3,30.030038,79981473.07005815,300051456,586039,12408,2.1172652332012034,0.24384309441124719,19515.09352069418,9991710.832999945,16.167892077290244,22.21772376955785
512,80M,4,30.02513,79984717.35338697,300005888,585950,10607,1.8102227152487413,0.23518824321551424,19515.319334171076,9991826.446713137,14.818553747756336,20.70923225433948
512,80M,5,30.019853,79966193.84612483,299951104,585842,9926,1.6943134838403529,0.14613179080540545,19515.152189452758,9991757.920999812,19.239347230680508,20.193252961832552
512,80M,6,30.025534,79952588.1247969,299898880,585740,11275,1.9249154915150066,0.39346599941264715,19508.06270423034,9988128.104565933,16.219832575653506,20.918808280038
512,80M,7,30.027132,71843396.7910108,269530624,526427,2863,0.5438550834208732,0.07833561902485145,17531.710987249797,8976236.025471896,27.079022742686508,18.52318526985154
512,80M,8,30.024919,75756153.90343776,284203520,555085,9798,1.765135069403785,0.021668746021000978,18487.47701867239,9465588.233560264,25.996403165344944,17.955038664781924
512,80M,9,30.026464,79991344.0871362,299970560,585881,10644,1.8167511832607646,0.4446592264372606,19512.154344913874,9990205.972971043,20.497126573219393,19.256327428703464
